t,grassTop
v,0,15,8,0
v,0,15,8,1
v,0,21,1,0
v,0,15,7,1
v,0,18,12,0
v,127,21,0,0
v,0,18,12,1
v,0,15,7,0
v,127,0,6,0
v,-127,15,5,5
v,-125,15,5,4
v,0,15,6,6
v,-121,15,5,3
v,-113,15,5,2
v,-97,15,5,1
v,-127,8,5,0
v,-127,8,5,1
v,127,15,5,0
v,-127,8,5,2
v,96,15,6,1
v,-127,8,5,3
v,0,2,7,0
v,-127,8,5,4
v,127,15,6,0
v,0,5,9,1
v,-127,8,5,5
t,yoFace5
v,0,2,7,1
v,0,5,9,0
v,0,15,6,5
v,64,15,6,4
v,64,15,6,3
v,96,15,6,2
v,127,0,2,0
v,0,6,9,0
v,0,6,9,1
v,0,21,9,0
v,0,21,9,1
v,-121,10,5,3
v,-121,10,5,2
v,-121,10,5,1
v,-121,10,5,0
v,127,19,0,0
v,112,3,0,0
v,96,10,6,2
v,96,10,6,1
v,127,10,6,0
v,0,10,6,5
v,0,10,6,6
v,64,10,6,3
v,64,10,6,4
v,96,10,1,0
v,-2,10,3,0
v,-125,10,5,4
v,-127,10,5,5
v,127,13,2,0
v,0,0,7,1
v,0,10,8,0
v,127,13,1,0
v,0,10,7,1
v,0,10,7,0
v,0,10,9,1
v,0,10,9,0
v,0,26,12,0
v,127,9,6,0
v,127,13,3,0
v,0,26,12,1
v,64,9,6,4
v,0,10,8,1
v,64,9,6,3
v,127,15,0,0
v,96,9,6,2
v,127,13,4,0
v,96,9,6,1
v,0,9,6,6
v,0,9,6,5
v,0,29,11,0
v,0,11,7,0
v,0,29,11,1
v,-121,11,5,3
v,0,5,8,0
v,0,12,7,1
v,-125,11,5,4
v,0,12,7,0
v,-121,2,6,0
v,-127,11,5,5
v,0,5,8,1
v,96,11,6,2
v,0,12,8,0
v,-1,23,6,0
v,64,11,6,3
v,64,11,6,4
v,0,11,6,5
v,0,12,8,1
v,0,11,6,6
v,0,29,12,1
v,127,0,5,0
v,0,29,12,0
v,0,11,8,1
v,0,11,8,0
v,0,0,7,0
v,-64,23,6,3
v,-64,23,6,4
v,96,11,6,1
v,-32,23,6,1
v,127,11,6,0
v,-32,23,6,2
v,-113,11,5,0
v,-113,11,5,2
v,-113,11,5,1
v,0,11,7,1
v,124,5,0,0
v,0,3,7,1
v,0,2,8,0
v,0,12,9,0
v,0,12,9,1
v,0,2,8,1
v,0,3,7,0
v,0,21,8,1
v,127,0,3,0
v,127,29,5,0
v,0,4,12,0
v,0,4,12,1
v,-2,17,3,0
v,127,29,4,0
v,120,17,1,0
v,127,29,6,0
v,127,0,1,0
v,0,29,7,0
v,0,21,8,0
v,0,29,7,1
v,0,12,6,6
v,0,12,6,5
v,96,12,6,2
v,96,12,6,1
v,64,12,6,4
v,64,12,6,3
v,-121,12,5,3
v,-113,12,5,2
v,-127,12,5,5
v,-125,12,5,4
v,-2,12,3,0
v,127,10,0,0
v,0,27,9,1
v,0,27,9,0
v,-97,12,5,0
v,-97,12,5,1
v,0,27,8,1
v,0,27,8,0
v,127,12,6,0
v,0,20,12,1
v,120,12,1,0
v,0,6,12,0
v,0,6,12,1
v,0,20,12,0
v,96,27,0,0
v,-125,9,5,0
v,-125,9,5,1
v,-2,2,3,0
v,127,12,0,0
v,120,25,0,0
v,-125,9,5,4
v,-127,9,5,5
v,-125,9,5,2
v,-2,1,3,0
v,-125,9,5,3
v,-2,23,3,0
v,0,4,8,1
v,0,4,8,0
v,0,3,8,0
v,0,3,12,1
v,0,6,7,0
v,0,3,12,0
v,0,3,8,1
v,0,6,7,1
v,-113,26,6,0
v,0,2,12,0
v,-128,26,6,1
v,0,26,8,1
v,0,26,8,0
v,0,8,7,1
v,126,6,0,0
v,0,3,10,0
v,0,3,10,1
v,-97,4,6,0
v,127,0,4,0
v,0,8,7,0
v,0,2,9,0
v,-125,20,5,0
v,-125,20,5,2
v,0,2,9,1
v,-125,20,5,1
v,-125,20,5,4
v,-125,20,5,3
v,0,28,10,0
v,112,26,0,0
v,0,23,7,1
v,0,21,7,0
v,-2,8,3,0
v,0,28,10,1
v,0,23,7,0
v,0,21,7,1
v,0,1,7,0
v,0,1,7,1
v,0,2,12,1
v,-2,21,3,0
v,-127,20,5,5
v,0,22,9,1
v,0,22,9,0
v,-2,4,3,0
v,0,11,11,1
v,0,11,11,0
v,-2,25,3,0
v,-125,1,6,0
v,0,19,11,0
v,0,19,11,1
v,127,9,0,0
v,0,24,12,1
v,0,24,12,0
v,0,19,7,1
v,0,19,7,0
v,0,24,11,0
v,0,24,11,1
v,96,2,0,0
v,96,8,6,1
v,127,8,6,0
v,0,4,7,1
v,127,22,0,0
v,0,4,7,0
v,0,6,8,1
v,0,8,6,6
v,0,6,8,0
v,0,8,6,5
v,64,8,6,4
v,64,8,6,3
v,0,16,7,1
v,96,8,6,2
v,0,16,7,0
v,-1,6,6,0
v,-32,6,6,1
v,0,3,11,1
v,-32,6,6,2
v,0,3,11,0
v,0,3,9,0
v,-64,6,6,3
v,127,11,0,0
v,0,26,7,0
v,0,3,9,1
v,0,26,7,1
v,0,8,8,0
v,0,8,8,1
v,-64,6,6,4
v,127,14,0,0
v,0,7,10,1
v,0,7,10,0
v,127,14,2,0
v,127,14,1,0
v,-2,26,3,0
v,0,23,12,0
v,0,9,7,0
v,0,23,12,1
v,0,9,7,1
v,0,11,12,0
v,0,11,12,1
v,0,11,10,0
v,64,7,6,4
v,64,7,6,3
v,0,11,10,1
v,0,7,6,6
v,0,7,6,5
v,0,8,9,1
v,0,8,9,0
v,-2,6,3,0
v,127,7,6,0
v,96,7,6,2
v,96,7,6,1
v,0,14,11,1
v,0,19,12,0
v,0,28,11,0
v,0,19,12,1
v,0,28,11,1
v,0,14,11,0
v,-2,18,3,0
v,0,28,12,1
v,0,19,8,1
v,0,19,8,0
v,0,14,10,0
v,0,14,10,1
v,0,28,12,0
v,96,19,6,2
v,64,19,6,3
v,64,19,6,4
v,0,19,6,5
v,0,19,6,6
v,0,14,12,1
v,0,14,12,0
v,64,9,1,0
v,127,8,0,0
v,-2,9,3,0
v,127,19,6,0
v,96,19,6,1
v,0,28,7,0
v,0,28,7,1
v,64,18,6,3
v,64,18,6,4
v,0,18,6,5
v,0,8,1,0
v,0,23,9,0
v,0,18,6,6
v,0,23,9,1
v,127,18,6,0
v,96,18,6,1
v,96,18,6,2
v,0,12,11,1
v,-2,28,3,0
v,-125,28,6,0
v,127,13,0,0
v,0,28,9,1
v,0,12,11,0
v,127,18,0,0
v,0,28,8,0
v,0,28,8,1
v,0,28,9,0
v,112,18,1,0
v,0,15,12,1
v,0,7,7,0
v,0,18,8,0
v,0,7,7,1
v,0,23,11,0
v,0,15,12,0
v,0,18,8,1
v,-2,24,3,0
v,0,9,10,1
v,0,9,9,1
v,0,9,9,0
v,0,9,10,0
v,0,9,8,0
v,0,23,11,1
v,0,9,8,1
v,0,22,8,0
v,0,20,7,1
v,0,22,8,1
v,0,1,12,0
v,0,1,12,1
v,0,20,7,0
v,0,21,11,1
v,0,16,12,1
v,127,16,0,0
v,127,22,6,0
v,0,21,11,0
v,0,14,7,1
v,96,22,6,1
v,0,14,7,0
v,0,16,12,0
v,0,1,9,1
v,0,8,11,0
v,0,8,11,1
v,0,1,9,0
v,0,14,8,0
v,0,7,11,1
v,127,17,0,0
v,0,14,8,1
v,-127,21,5,5
v,-127,21,5,4
v,0,7,11,0
v,-127,21,5,2
v,127,16,1,0
v,-127,21,5,3
v,0,13,10,1
v,0,13,10,0
v,-127,21,5,0
v,-127,21,5,1
v,64,22,6,3
v,0,17,11,1
v,0,14,9,0
v,0,19,9,1
v,96,22,6,2
v,0,17,11,0
v,0,14,9,1
v,0,22,6,5
v,64,22,6,4
v,0,19,9,0
v,0,22,6,6
v,127,16,2,0
v,96,14,6,2
v,0,17,7,0
v,96,14,6,1
v,127,15,3,0
v,126,23,0,0
v,127,14,6,0
v,-127,13,5,5
v,0,17,7,1
v,0,14,6,6
v,-125,13,5,4
v,0,13,12,1
v,127,14,4,0
v,0,14,6,5
v,-121,13,5,3
v,127,16,3,0
v,64,14,6,4
v,-113,13,5,2
v,-97,13,5,1
v,64,14,6,3
v,127,16,4,0
v,64,13,6,3
v,112,11,1,0
v,127,14,3,0
v,96,13,6,2
v,-127,14,5,5
v,96,13,6,1
v,127,13,6,0
v,-125,14,5,4
v,127,29,1,0
v,-121,14,5,3
v,0,22,12,0
v,-113,14,5,2
v,0,13,6,6
v,0,22,12,1
v,-97,14,5,1
v,0,13,6,5
v,127,14,5,0
v,64,13,6,4
v,0,13,8,0
v,-2,7,3,0
v,0,13,8,1
v,-2,11,3,0
v,0,16,9,1
v,127,15,4,0
v,127,16,6,0
v,0,16,9,0
v,96,16,6,1
v,127,15,2,0
v,96,16,6,2
v,64,16,6,3
v,64,16,6,4
v,-113,16,5,2
v,0,16,6,5
v,0,24,7,0
v,127,13,5,0
v,-121,16,5,3
v,0,16,6,6
v,0,24,7,1
v,127,15,1,0
v,0,13,12,0
v,-125,16,5,4
v,0,26,10,1
v,-127,16,5,5
v,0,13,7,1
v,0,26,10,0
v,127,16,5,0
v,0,13,7,0
v,-97,16,5,1
v,124,24,0,0
v,-2,3,3,0
v,-2,19,3,0
v,-96,5,6,2
v,-96,5,6,1
v,-65,5,6,0
v,0,12,10,1
v,0,11,9,1
v,0,12,10,0
v,0,11,9,0
v,64,1,0,0
v,0,19,10,0
v,-113,18,5,0
v,-113,18,5,1
v,0,12,12,1
v,-113,18,5,2
v,0,12,12,0
v,-121,18,5,3
v,-125,18,5,4
v,0,23,8,0
v,-127,18,5,5
v,0,23,8,1
v,-121,27,6,0
v,0,19,10,1
v,0,4,10,0
v,0,9,11,1
v,120,4,0,0
v,64,28,0,0
v,0,1,11,0
v,0,4,10,1
v,0,18,9,1
v,0,4,11,0
v,0,1,10,1
v,0,1,10,0
v,0,18,9,0
v,0,4,11,1
v,0,10,12,1
v,0,10,12,0
v,0,25,7,1
v,0,9,11,0
v,0,25,7,0
v,0,23,10,0
v,0,23,10,1
v,0,20,6,6
v,0,20,6,5
v,64,20,6,4
v,0,20,8,1
v,0,5,12,0
v,0,25,10,1
v,0,22,7,1
v,0,25,10,0
v,0,20,8,0
v,0,5,12,1
v,0,21,6,5
v,0,21,6,6
v,64,21,6,3
v,64,21,6,4
v,0,8,12,0
v,0,8,12,1
v,0,7,12,0
v,0,25,11,0
v,0,5,11,1
v,0,7,12,1
v,0,25,11,1
v,64,20,1,0
v,96,21,6,2
v,0,1,8,1
v,96,21,6,1
v,0,29,8,1
v,0,5,11,0
v,127,21,6,0
v,0,1,8,0
v,0,21,12,1
v,0,21,12,0
v,0,29,8,0
v,0,29,9,0
v,0,5,10,1
v,0,29,9,1
v,0,5,10,0
v,0,22,7,0
v,0,16,11,1
v,0,16,11,0
v,0,17,10,1
v,96,20,6,2
v,64,20,6,3
v,0,25,12,0
v,127,20,0,0
v,127,20,6,0
v,0,1,11,1
v,0,17,10,0
v,0,25,12,1
v,96,20,6,1
v,127,17,6,0
v,-65,24,6,0
v,96,17,6,1
v,-96,24,6,1
v,0,15,11,0
v,96,17,6,2
v,0,15,11,1
v,64,17,6,3
v,127,29,2,0
v,64,17,6,4
v,0,17,6,5
